"ext_pois.N","ext_pois.theta"
13074.8768949864,0.858232361886936
14372.5657367895,0.863817694980626
12635.5190327189,0.851450719214061
12788.6823976039,0.851218737807318
14857.4498206099,0.871858723141773
14088.1598984724,0.864199828484523
12504.9868480477,0.852494479772412
14080.1322503814,0.86572141122778
13500.5274538169,0.85545155977083
11399.7707402991,0.842590524040849
13117.8343802429,0.858742077354394
12852.1144501448,0.854341588303624
12897.3173998914,0.857759491906895
12934.4585304994,0.857704605773824
14574.8092241321,0.870451314002308
14088.5698032055,0.866256142009536
13128.899033414,0.857077704077257
14403.917723471,0.868257971486172
14682.1253921535,0.869270894023473
13708.8271654352,0.864050988623012
11797.357925478,0.844288520729673
12240.1209520753,0.849618050592635
13957.2190612289,0.861923729232875
14131.6886967257,0.869110504922354
14507.2338377248,0.869649407123732
13364.5371292442,0.859330165626805
14017.9573483061,0.866921700900335
13282.0826389911,0.859721643439848
15103.2360052177,0.875574128733332
14103.5500546836,0.867451877899993
13584.0513082571,0.864216966174195
13353.6737493035,0.861041568153343
13862.737175247,0.863662290639112
14784.79870756,0.872864523596637
13369.2678856957,0.862531757799606
12564.8538440629,0.850131016427425
14955.6300572037,0.869637190486873
12929.8553884737,0.852142656016491
14687.7006699893,0.870079102910957
13166.8511103226,0.86306379847775
12962.4552191808,0.852696591194944
13109.1605574945,0.8603078600166
13878.2271331461,0.866613388904781
12480.2522191861,0.849969633681748
14009.4958299619,0.861386250382292
13296.4774911841,0.861572837183837
13376.8805924122,0.861597256015416
12830.5044333757,0.855449522355859
13902.0402821355,0.863122346820982
13500.2949617809,0.862680921569157
13323.986095874,0.862335567569637
13434.61210003,0.864166371183157
14979.2364317616,0.870727973398823
14742.9972354618,0.870396695795848
12771.407195721,0.851546435234991
14881.8311702404,0.874139178170348
14076.2271087965,0.863847708096892
14108.6143596865,0.87056751776572
12927.6920700775,0.854833866459696
13404.8642763782,0.858140608897032
14510.2696769355,0.869535314459716
13575.4246013379,0.859123392619066
13616.1232742089,0.858335871456798
13735.199649968,0.864847572246469
13705.6847149092,0.861985634352638
13892.4184384843,0.862931070114254
14929.9404518156,0.873344435672303
13536.1608918761,0.863182086698373
13537.8815653742,0.860707996670696
14205.1012507336,0.867858402502315
13084.4137452839,0.858852806683115
12273.0219751394,0.846083729357169
12770.9420769273,0.85235647800185
14121.0821917463,0.867900849779653
13785.9655296997,0.868595371870545
14075.3794006483,0.866147287444542
13524.9273645949,0.859717491028401
12919.6958277191,0.850183692326493
12338.3529854033,0.852328679824614
13059.3717871852,0.856269831944975
15113.3858454157,0.871252165831335
14217.5997917595,0.865005155752211
13512.5319412371,0.862771050280781
14853.9445623472,0.87132371831565
13548.0736434516,0.864206113005925
13656.9648610742,0.861375519288615
14476.6053970031,0.865825471563578
14972.2431564519,0.870660799389257
13413.537297925,0.857093914480673
13348.7543582916,0.858560304410367
13777.9999208842,0.86215676120795
12644.5852957724,0.852243340913267
14077.6576107437,0.864341638530476
13913.9108764597,0.863548117344855
13661.2945568448,0.861968388476182
13846.3345697855,0.865572065223279
13252.5140658174,0.861322342999485
15575.9141730145,0.873964900989145
13998.9633297393,0.8627868584476
15070.8835598881,0.874132250830367
12521.5518883799,0.85601023947588
12389.5029913823,0.851905334080704
13781.6950044363,0.859180451233415
12728.9056401094,0.857916789529646
13252.0634281769,0.857321995709758
12074.2349658778,0.842994334625341
13266.3264148013,0.852659899551749
12675.19428701,0.850950348819814
13602.8200587727,0.858525132738231
13909.4281581428,0.865673646843538
14695.0233637894,0.876013813632553
13409.3676438014,0.855876932553194
13592.7665262809,0.862732053146244
11973.4916950817,0.846611515550851
13164.5990998247,0.856894116690176
13824.9498340918,0.86285578925412
13429.4538329007,0.859711381316596
13318.1782903293,0.857385051013025
14011.529108391,0.864784207451348
14078.2777906531,0.859406150995783
14015.8760956375,0.865622636535218
14126.1132249434,0.863582878992918
12489.7070741709,0.85377520561385
13087.1873532296,0.857114343431791
15159.0420054194,0.875925942336287
12030.6483203913,0.844966084482602
12928.1714904099,0.857128420618158
15770.9677236562,0.877166948096395
14162.5385700677,0.866170820036216
14085.6970728026,0.860074289633869
15303.9523320339,0.879030011140488
13485.6868050165,0.862082027816821
12975.4874036882,0.857028801148416
14522.5836189392,0.869670832515643
12901.2054429264,0.852379563083913
14155.109106572,0.86731070886267
12974.7011012278,0.855255623548619
13746.7445000457,0.860944463847641
12531.6340137467,0.84719384512195
14203.5092730365,0.870460092332752
14038.6230687155,0.866558072552707
14209.6202149772,0.868993289945921
13000.5742595101,0.86415838052755
12468.7305885973,0.851063934832618
12139.1587454468,0.850505324113733
15997.9806344987,0.879187388846604
13402.1288989227,0.861257919271595
12850.7421878303,0.849366151856683
14773.9741397359,0.86918042624805
13047.566416841,0.852196733027698
12887.9910558952,0.855221128706782
13604.0975958004,0.867177816120355
13445.2856211917,0.859713480225555
12986.7165202829,0.852745507439303
13096.3170189868,0.850995850512171
12449.7778115441,0.844941082215689
14048.1216809246,0.86639809471916
13567.1349338147,0.862930263189601
14566.1981069652,0.868405614865049
13539.3110787403,0.86609353267638
13198.6369702735,0.855065104080093
14321.5188499501,0.865280519953999
12713.8164308702,0.852357244078522
12617.1810049927,0.852966735313539
12320.642129469,0.845039406615059
13058.4386471109,0.86116537664955
13089.7735472825,0.856289989064715
13694.0348270078,0.864294429509718
13265.9668695242,0.858877130691415
13852.7941388779,0.869362156375554
14701.4358545616,0.867850754564959
12803.3959921111,0.853556821959261
12711.2104250533,0.859095179833953
14570.8216159919,0.866399669976747
12855.4399446739,0.858524936693197
13582.0854230627,0.862742792546684
14191.2437851103,0.863007460801855
13723.764022511,0.85981755300252
12603.9703704118,0.850686799268918
13221.9848335608,0.859431516580756
14914.5990896944,0.871148283284589
12131.9915550153,0.84914530947442
13061.5484158009,0.857651919508715
14627.1576018821,0.869467310990656
12591.2886237504,0.853454999162645
13554.3375177412,0.858237826335597
13454.4731807854,0.862497560350915
13779.6547948971,0.858778002978455
14453.1727969186,0.870054069555465
13412.3996499145,0.858251351211466
14738.7411915755,0.872783431005085
13727.3126869097,0.863089587263895
12502.6141319776,0.849385029264608
13450.0646374433,0.86321122036058
13403.880515711,0.860427104752733
12454.6003797039,0.847571533960175
11703.3809264039,0.840222739389988
13408.2278756157,0.853220005340248
13409.6758250418,0.855842672842356
15244.2748099988,0.872833616975069
12038.7388127129,0.848956559794897
12898.3224809452,0.852002168567763
12103.7676513342,0.850040536817682
11723.900953442,0.837590994952508
14194.9926371905,0.863422185379915
14514.6311117449,0.873014834888911
12157.4986291862,0.842789264680415
14393.5416512195,0.863177397850628
13887.6869540288,0.864496046558598
12304.9030079554,0.847154700234696
14213.4223552493,0.867725034031168
13644.5151940036,0.865830471029559
12652.9116939346,0.851890571777897
13540.9955898316,0.865395670662184
13055.2204371216,0.854975905650412
15113.4942686264,0.874593412631491
14091.4914499827,0.871700632700621
14418.4463662904,0.867773158355309
14010.5376940998,0.867262106238919
13598.2561204505,0.864937715486024
14286.3310503244,0.868777849349365
13645.6552413212,0.864344031126256
14924.44564559,0.873448617279334
13336.8211426054,0.858139612008916
13579.4245428553,0.862653595427656
13443.058891568,0.861686288541795
14665.1430973057,0.875230806124181
13063.3059364785,0.860042462885195
13348.5478629671,0.861948098108734
12998.1121602566,0.853292440538169
14701.4758268365,0.871518389922049
15018.8514002823,0.872439714654669
12668.4092653088,0.855061335311508
12967.5733193639,0.854883960531184
13094.7991982838,0.854763088906098
15095.5240862495,0.870557379939193
13533.8027606337,0.862828651291658
12617.7091338821,0.850766966073896
12288.0453680467,0.847214684734089
13810.4531258091,0.861995294833859
12994.0057059494,0.857229012658944
12487.4159717706,0.85192733480631
13230.8268352027,0.859849867524781
13955.1359242425,0.865782328048832
13317.1650434377,0.860149378566933
13875.8639896081,0.86403952924389
13487.4589807306,0.859123198738571
14970.8066876398,0.874298998221237
12449.2887029695,0.854554410853065
13483.6505622644,0.856201714491991
12533.116085534,0.854100964732703
13294.0681782753,0.864292451354801
15361.5726389588,0.878630080321258
13068.4361129867,0.860252127928507
13433.3078741672,0.859778701151141
13432.0318591657,0.856303985775061
13729.114234793,0.859938144185301
11883.9134723389,0.846799169632779
14085.310172271,0.870673307832445
14934.7853193124,0.870744128769333
13205.6978844295,0.859546266631416
13846.8763589919,0.864595827033104
12952.2423161472,0.855706692910523
12134.0594255599,0.846797303187176
13014.3808390795,0.855953450988191
13490.0670830452,0.857538935873309
13319.8023210464,0.858661776347091
13391.9992157776,0.861219736643459
14224.8019991546,0.866437712526405
12878.6300012364,0.854462643279471
13093.2674576761,0.85892022789037
14127.6313352003,0.86252869269512
12978.3082858319,0.854017086790058
14731.5541955844,0.867084861461039
13338.6092342214,0.857452702944736
12858.470376317,0.852735016995928
12452.4669696837,0.845037442099885
13235.1170947166,0.858996689329141
15244.1352266215,0.876366662431256
13260.301118809,0.855405748728077
13136.0642112883,0.862586462847015
14568.0097909109,0.870798997913924
13576.2134764558,0.862202642963764
13188.3034309714,0.856445856353539
12961.2859666089,0.856074859321059
13211.7620611914,0.856545208382119
15829.3287487575,0.877050361116539
14262.9718084025,0.86807723453228
11570.7138676066,0.841390004274751
13140.6228850154,0.857415374003872
13671.2627960366,0.865555716700174
13975.8241994664,0.862239415557521
13465.9996942501,0.857296660340477
12946.2844528224,0.856459127714753
13151.5675770005,0.857051613479845
14346.8393792293,0.86702466374837
13277.4132458018,0.851601187137287
11743.6367043651,0.844302935488492
13789.5535613878,0.862395675221655
14286.8592755416,0.865655390645626
14070.2395678437,0.863521622347721
14015.2834098824,0.866710289466526
14503.5524158362,0.870055989636774
12471.9439501652,0.84860197364868
12260.3225361227,0.843559180886258
13655.6247184948,0.863631616380985
14370.3878053052,0.868278468989311
14085.197642082,0.864609288645522
12567.3359752174,0.846828816785284
13610.3404465085,0.86181367839913
13699.4678809877,0.866119259062775
12682.9456220084,0.853518181625937
12964.5063122827,0.855214993251021
13257.1689557183,0.863940186778734
12991.8359755723,0.854759077191074
12541.9119884403,0.854967115298066
12491.4617414527,0.848596645017976
14805.3893011196,0.871393278822017
12842.6923148121,0.852805880828786
13445.1923213043,0.856482773696533
13563.7373102675,0.857958533318548
13088.3447881083,0.859442060816243
12235.0716673635,0.84616972286877
13627.1613863023,0.865641709797383
13468.7021856443,0.862485581787716
13888.5800849296,0.85934277587941
13076.8719379983,0.858800891863121
12595.6779032908,0.85486778347288
13194.0887587674,0.858155835541693
13447.068647738,0.857907042279104
13147.3423404097,0.851933586842441
12078.1414551586,0.843596133448431
13537.6796210842,0.857477532091593
13720.7356953803,0.863323900383626
14184.3962817527,0.865821620463164
13726.5165234459,0.86021365900069
13403.4558832834,0.857243137147018
13676.0271510836,0.857610053130028
14760.3402960318,0.872633534809608
13629.3824459761,0.858614163474935
15318.6853546111,0.87105782799553
13560.9941911768,0.864210943747068
13721.2539295708,0.863853164190413
12706.1361656555,0.854291420623979
14033.1334700055,0.86484160551769
14234.1334183133,0.863544422963257
12546.0700216924,0.84957255358252
14504.1962422081,0.869404254500227
12886.0314974171,0.855591173064146
12548.2343848986,0.856101533431625
13492.5379683076,0.856429468847922
13620.5561268006,0.861830004540115
14110.7018517547,0.865926010105036
13555.2087600763,0.86133379371474
13876.234017909,0.864536657396695
12466.5409319777,0.857160727080156
14723.7833380698,0.871456857374527
14481.4034945896,0.867844459994835
13885.7600768377,0.863898447878532
15109.130957452,0.875437126906729
13239.7406162081,0.856251893660088
14400.9579165363,0.868112990172801
14314.734323926,0.870732544867787
15116.5874320716,0.87468343946487
14091.4507450328,0.865591595763879
12799.6867652236,0.852860291327364
14185.6384100581,0.870077588062941
12828.9315360928,0.853938307262841
13851.9291653629,0.860871104535139
15048.8180242342,0.869717670476408
12963.7990621501,0.857141597547732
12167.5304928873,0.843349694831853
13204.0868623116,0.861894748446849
12395.7483608719,0.852291437543687
12331.351860789,0.846845339812495
13022.7038155001,0.859646857371169
13255.3517578259,0.860458931575109
12131.460781321,0.846756292460883
11770.7559682032,0.845160854062416
13171.4170828933,0.861970417731329
13714.6152755337,0.864385831948285
12647.518460714,0.855038896497706
15008.7661964231,0.875438190384687
13207.2392854927,0.851293967207564
14597.0256129942,0.869579210085298
12909.2254044973,0.858380960978665
13457.5821884029,0.862888334300099
12821.1931421623,0.851802003648045
12885.4060283339,0.858565700197441
12362.9735810289,0.849502445461168
12481.4289595894,0.85353285076001
13510.3007215945,0.854388616508584
13913.1995577337,0.866462623758421
13155.6594642622,0.855067993404981
13130.6836472135,0.856678261220443
13387.2723952574,0.861683481672863
12506.8272911228,0.85214330240503
13466.6392209708,0.861472533259956
13047.4042951665,0.861975485127087
14661.065685127,0.867429252524416
13373.2937247669,0.861945732917251
14052.861607579,0.868127061907143
12858.7290724233,0.857905776082795
13622.0619464553,0.859634144347268
12630.0408875764,0.854915087678531
13305.6359291172,0.853384541938962
14587.3563109817,0.873765853883674
13912.0226602449,0.862505274207022
13469.8346046975,0.858288978712224
13039.3298718359,0.857091767196837
13306.0765027318,0.860492966945324
14291.176505669,0.867112880765242
14263.1587963776,0.865549159184155
14642.486425865,0.869198563691778
12876.0580071667,0.85731622943382
14523.0316178385,0.870406210323994
12672.5268597355,0.856247084088628
13415.9347444718,0.865006474784453
14086.6039294204,0.86803082025171
14648.9779319658,0.870913794973833
15342.1206732343,0.869927339915883
14011.6395860476,0.867768016023979
13488.1134022082,0.85894069441378
15130.1013864392,0.874025050089274
12784.3470656065,0.851580186993539
13025.5855739734,0.853659696406745
13397.5327434014,0.855564290892626
15816.3769234336,0.875482138325397
12834.7321304144,0.851557186405633
13658.6603125658,0.863881023894074
12425.2674842978,0.85604579698055
12993.1686457348,0.858329442460985
13630.1300608768,0.861941620551866
13644.9629535197,0.862809065104704
12955.8791652191,0.860290989620551
12890.8819589371,0.857167985106427
12989.6091917438,0.857284395050805
12713.1873651412,0.854316237132874
12725.9186127258,0.858096041488505
13629.4924808304,0.861307744482723
13930.0693841853,0.864791776618971
13752.6268878097,0.865436501025703
13807.2152917172,0.859172675787261
13316.8695715909,0.857743365599467
14392.0210237709,0.870174704695603
13839.9640405525,0.865158341508012
14029.8240065825,0.866637502845536
13080.694037963,0.854562378505202
